Image_ID,image_name,feature1,feature2,feature3,feature4,PPE
10523,packing68_jpg.rf.5f094ed09f8371b1f4615f171c557b92.jpg,292,88,322,110,goggles
10523,PP02img237_jpg.rf.5f0452747adba4ebbcebe658e217bafa.jpg,293,216,329,323,no_glove
10523,packing1660_jpg.rf.5f34da0d71f0da877b04d99c2517d61d.jpg,125,91,153,108,no_goggles
10523,kp1659_jpg.rf.5ef457fbd517fbf1cd9366add138467c.jpg,239,273,263,299,no_goggles
10523,img426_jpg.rf.5f4daa8af1215825b95a046b51b6f214.jpg,52,164,95,245,glove
10523,packing1898_jpg.rf.5f427d360fbcce6c1bccb7fe178ae76f.jpg,72,137,94,156,no_goggles
10523,kp1689_jpg.rf.5f6502f24a2a3f6b6fa15fed696113eb.jpg,232,291,257,312,no_goggles
10523,PP02img148_jpg.rf.5f58cc5fc9b70944f3bccc5508c58c1e.jpg,300,199,363,241,no_glove
10523,kp1830_jpg.rf.5f5df7c2e15bca4d34a7d7bcde022b77.jpg,224,304,253,327,no_goggles
10523,img146_jpg.rf.5f3baf9f5970cf7480135e5dc79e897a.jpg,132,177,163,286,glove
10523,kp333_jpg.rf.5f605a700118a4a953ea28a612cb832d.jpg,235,306,257,330,goggles
10523,packing1946_jpg.rf.5f795e454daba1f556609c2e5e9e81f3.jpg,79,52,107,75,goggles
10523,packing1250_jpg.rf.5f31f8dd4a3b0fc70a6643d74f899c6a.jpg,309,123,344,149,no_goggles
10523,PP02img1487_jpg.rf.5f7bf49219fcd41e60a35743102313ff.jpg,311,235,361,292,glove
10523,packing69_jpg.rf.5f6c7f553e46d74e79fc6b53fad8659c.jpg,81,79,107,112,goggles
10523,packing1720_jpg.rf.5f514d8c6bc1f9a1054334c10ff8f6c2.jpg,70,153,92,179,goggles
10523,frame698_jpg.rf.5f25ddd85a49522df4ac98ed40416943.jpg,217,228,273,411,no-suit
10523,kp1966_jpg.rf.5f96f3ff358da8e22f4547e29ca7e0ef.jpg,155,324,185,343,no_goggles
10523,fglov159_jpg.rf.5f9fdb48c00f122dc1c12a765c168c0c.jpg,62,264,100,374,glove
10523,kp860_jpg.rf.5f5f11aeaddf910afd33ed26c3c77769.jpg,167,311,191,335,goggles
10523,frame454_jpg.rf.5f84d7bb72f21c1a1e90dcf38daa7f22.jpg,92,168,158,379,no-suit
10523,packing46_jpg.rf.5f83673ec6d4fe274820c19142f6b9ed.jpg,67,155,90,180,goggles
10523,frame2208_jpg.rf.5f6c4d87e7d703e8d46244c0269d6fa2.jpg,78,111,155,352,suit
10523,packing1324_jpg.rf.5f2e5a5361df03c345370beadbd0cd47.jpg,303,115,327,141,no_goggles
10523,goggle8765188_jpg.rf.5f574fc57de6eadf9f0c7f26a7b61f71.jpg,282,112,329,192,glove
10523,fglov190_jpg.rf.5f6a076a43b2417451d8e57f470c705d.jpg,134,221,180,306,glove
10523,PP02img1140_jpg.rf.5fa0a2ed1ae6e2a0d2b2f44f66e7b3e5.jpg,105,215,137,259,glove
10523,packing1752_jpg.rf.5f9d35cf71f029c10912cd6b14d5cb7c.jpg,330,163,352,191,goggles
10523,img258_jpg.rf.5f3842f0b19bc3b8cc62da11f8a53a8e.jpg,279,198,313,291,glove
10523,kp658_jpg.rf.5f7a0d410d046b20b232387502832f73.jpg,372,294,398,312,no_goggles
10523,packing1792_jpg.rf.5fc6d1295914053b6b5f1ef36d2117d2.jpg,323,168,345,195,goggles
10523,PP02img1323_jpg.rf.5fc150baa3d09fb0c6b25fb6629fb5c0.jpg,296,198,348,254,glove
10523,kp85_jpg.rf.5fce9d0be00128b68c22cacd6a248aaa.jpg,146,302,171,325,no_goggles
10523,kp34_jpg.rf.5fc4f193ff1fc31147ea98b7fa479747.jpg,153,300,181,323,no_goggles
10523,fglov1103_jpg.rf.5fda3889666b4498242a72d02b660fde.jpg,57,198,103,304,glove
10523,packing1016_jpg.rf.5fb347bf79201ed9c5e62d69556d7461.jpg,315,93,335,106,no_goggles
10523,packing803_jpg.rf.5fa64a467657ed8abc0835d30a328751.jpg,304,115,328,139,goggles
10523,kp1630_jpg.rf.5f9c31c1d96966e8f1a1fb1ebf052456.jpg,246,303,276,331,no_goggles
10523,kp1548_jpg.rf.5fcd7317dfcf0cc01220f53ebbd1be92.jpg,143,322,174,343,no_goggles
10523,kp406_jpg.rf.5fc232c9120a2ae954d32c8812083f23.jpg,163,303,185,326,goggles
10523,kp638_jpg.rf.5ff53ed541364e06f8657c87c2f002bd.jpg,170,307,199,328,goggles
10523,kp1438_jpg.rf.5fd31b163ef62a741f597cff48d457b7.jpg,221,287,254,318,goggles
10523,PP02img1360_jpg.rf.5fb23b690671672e238ccd931fe614eb.jpg,70,178,122,230,glove
10523,kp1026_jpg.rf.5fde67ce664239b838e0440d56c01178.jpg,167,294,195,319,goggles
10523,kp1955_jpg.rf.5fdff91df22b3e15d3cb6ae0ef024d86.jpg,222,308,252,332,no_goggles
10523,nglovpp221_jpg.rf.5fd5707032e0ba9916b618743d95f2f7.jpg,157,200,211,270,no_glove
10523,PP02img1036_jpg.rf.5fec7138f6f3ee162849f6284208a79f.jpg,55,208,83,240,glove
10523,packing813_jpg.rf.5ffca2034078f34f6a848b18c3f5e5d8.jpg,60,161,81,189,goggles
10523,img78_jpg.rf.600dc18e431d68b0e4eb6df61e5f2468.jpg,131,18,161,46,no_glove
10523,frame67_jpg.rf.5ffc100268060f002ee3e461ac83e0a2.jpg,55,177,143,349,suit
10523,img224_jpg.rf.5fec43c24f8f4673cd8f7be46e8994df.jpg,264,219,315,311,glove
10523,kp1114_jpg.rf.601e6f5dbc668f1b85b6a8c8828720c1.jpg,219,332,247,353,no_goggles
10523,PP02img1153_jpg.rf.5fe97814cc487936bdf3ab1662e1a83c.jpg,333,201,362,234,glove
10523,packing1976_jpg.rf.602a27325e162c86f2cb9e8776fcd9ce.jpg,45,157,73,188,goggles
10523,kp1118_jpg.rf.60555fa339f2b5856f438b7e93cc5d2c.jpg,227,302,255,324,no_goggles
10523,kp1547_jpg.rf.6015649c26906ef9dae7aeb679aa5003.jpg,234,302,264,326,no_goggles
10523,PP02img687_jpg.rf.60375c73408cb578d2f2a74439c0c6c5.jpg,116,227,133,335,no_glove
10523,PP02img1004_jpg.rf.60191864c7443117f5a7581f7fb7fd57.jpg,338,202,363,242,glove
10523,kp1041_jpg.rf.5fab5be855749df22486139a497ffa71.jpg,229,299,257,321,goggles
10523,kp1705_jpg.rf.605c4f82f39e7688e74633630295fc4e.jpg,243,305,272,325,no_goggles
10523,packing723_jpg.rf.602fae836cb16152d1f4ae58bf6d3f14.jpg,310,101,333,124,goggles
10523,PP02img548_jpg.rf.5faa46881b35329de12403b97753fbf0.jpg,20,154,47,236,no_glove
10523,PP02img988_jpg.rf.601ab5970a17e73ec3234098661e7853.jpg,144,0,181,157,no-suit
10523,PP02img975_jpg.rf.603bf4d22cb8df29ddab823dd9be2e5d.jpg,300,114,328,178,no_glove
10523,kp1227_jpg.rf.602e9f54eed3528fa43782495cf84423.jpg,213,280,249,311,goggles
10523,packing261_jpg.rf.602672b1377d70365f7bf1252f7d9ac4.jpg,279,99,305,117,no_goggles
10523,kp86_jpg.rf.6002d749bedf196a1245e80a0044c830.jpg,170,309,189,333,no_goggles
10523,PP02img1153_jpg.rf.608537fd7099ef316e92a92cb68c3f59.jpg,60,217,87,248,glove
10523,packing40_jpg.rf.60658c3a549ffb94efdf8fd686583e54.jpg,103,94,127,125,goggles
10523,packing1867_jpg.rf.603d0f3ff46e476ae9f08b8677460e7c.jpg,64,144,89,171,goggles
10523,kp683_jpg.rf.604ee4629cbb7ee5123305d1751a0540.jpg,170,324,201,348,goggles
10523,kp42_jpg.rf.608292bf957c173ae45c6effe5821f29.jpg,168,274,193,298,no_goggles
10523,frame27_jpg.rf.6071631d9ee1fcd68338028802d30232.jpg,246,163,317,363,suit
10523,kp756_jpg.rf.607f595ff7f1f64abe92f033dfd344b5.jpg,246,285,272,307,goggles
10523,PP02img1108_jpg.rf.6087e4248c60457ddb51b17f4a7607e1.jpg,41,204,75,242,glove
10523,PP02img589_jpg.rf.6069c45dbd9d8652d1fc1aa9c36d4896.jpg,35,106,58,168,no_glove
10523,packing103_jpg.rf.6061415254c3e2c163650d7fc9783dd5.jpg,142,122,163,140,no_goggles
10523,packing1378_jpg.rf.607a123d2531f8a6227ce0f5aacadf17.jpg,350,144,380,165,no_goggles
10523,PP02img1293_jpg.rf.609ae708c004b45b88af324cf39e7b73.jpg,292,207,343,252,glove
10523,packing4_jpg.rf.605e30f1402379b14386425ac71858e4.jpg,317,156,336,186,goggles
10523,packing631_jpg.rf.6072a39d549c4566267968627d283735.jpg,68,156,90,179,goggles
10523,packing1259_jpg.rf.6069065fa3e2052f1259946f719eadb2.jpg,314,99,340,123,no_goggles
10523,nglov182_jpg.rf.5fe97a3d3cf4b29d124a93edb248410d.jpg,69,173,107,271,no_glove
10523,kp1126_jpg.rf.609e0488b69c12cc7bff4f25aa82935d.jpg,159,306,182,327,no_goggles
10523,kp439_jpg.rf.60ad4eeb58c2a85771a527f884ca85a1.jpg,162,302,188,325,goggles
10523,nglovpp2183_jpg.rf.60ae2879be9681335d48728223d1fb66.jpg,196,149,237,190,no_glove
10523,PP02img1309_jpg.rf.6017cb6ef9d0a90af5f734d2dff52754.jpg,324,213,366,259,glove
10523,kp1528_jpg.rf.60a0334ec42e71734814debda2b7e446.jpg,154,294,188,320,no_goggles
10523,packing513_jpg.rf.60b14aee4f47042492df9f921f613797.jpg,335,147,353,167,goggles
10523,kp913_jpg.rf.608c2dc9d28d29b3d365b56c17613b30.jpg,228,296,258,319,goggles
10523,packing119_jpg.rf.60abd312f4b2c99cf3024c2280a63ccd.jpg,105,94,131,115,goggles
10523,packing1010_jpg.rf.60ae35b4d8b6ee2cbe63953e30779d8a.jpg,312,117,337,137,no_goggles
10523,kp1604_jpg.rf.608685374882e20cd3612866515be26f.jpg,228,302,263,331,no_goggles
10523,PP02img1249_jpg.rf.60c6d81446d0ead130bfce4fec64ff44.jpg,312,182,353,223,glove
10523,packing810_jpg.rf.60b27a49f93548273c577fee153934a7.jpg,299,107,323,136,goggles
10523,img335_jpg.rf.60b0868e7f683a050599364a5402f81d.jpg,100,0,144,43,no_glove
10523,packing1758_jpg.rf.60d2dd5b834f7d12c46dd03002e1cf6c.jpg,335,149,362,179,goggles
10523,kp1432_jpg.rf.608aac24f38793a0c337d0c88e973a53.jpg,137,279,168,306,goggles
10523,kp684_jpg.rf.60e7217db63180eb694c8ebe5ed8300b.jpg,226,288,254,309,goggles
10523,PP02img1302_jpg.rf.60e42a3506a77df65603e8842666cf60.jpg,43,187,80,231,glove
10523,kp1769_jpg.rf.61047a9b158edeb41d1332e35225d1d1.jpg,164,298,190,321,no_goggles
10523,kp1653_jpg.rf.60fd256b231b061208d320ffd942407f.jpg,178,315,207,340,no_goggles
10523,kp11_jpg.rf.60c34a810acc0df68e6c2f0833e93987.jpg,165,305,196,326,no_goggles
10523,nglovpp2199_jpg.rf.6089bb5fe5036eb460cf6266618d7ab5.jpg,165,97,209,141,no_glove
10523,kp1085_jpg.rf.611f460e88e8c798bd03e2f637e18c02.jpg,221,286,252,311,goggles
10523,kp1628_jpg.rf.61238ba019dea769dbe0357aa3da4503.jpg,155,316,184,344,no_goggles
10523,frame56_jpg.rf.60e9080fb9e15a7b14f430475916ef36.jpg,97,161,168,363,suit
10523,packing1568_jpg.rf.60e07627a229a1ef078c3aa015259469.jpg,123,86,151,110,no_goggles
10523,frame688_jpg.rf.610f3c5800722888808dbb4547e0e471.jpg,192,214,248,396,no-suit
10523,PP02img1484_jpg.rf.60f0769cce7faf0750cb81fa7742e6d8.jpg,345,227,377,265,glove
10523,kp211_jpg.rf.60dca795a4f5b1b32df133e24f9f7af6.jpg,167,299,192,320,goggles
10523,packing1212_jpg.rf.60f5504fa0975a314e0848cec1517f95.jpg,293,105,315,124,no_goggles
10523,packing588_jpg.rf.610397aaf326509fa6270cc783000ba7.jpg,282,102,301,119,no_goggles
10523,packing1654_jpg.rf.6126ad7224c61461de0b74a0eb70667b.jpg,323,171,349,192,goggles
10523,kp1109_jpg.rf.61085b7009dbab65b847a566e23caa94.jpg,164,294,191,318,no_goggles
10523,PP02img476_jpg.rf.6117b8b76714ddd1e5dc685bba081afa.jpg,68,227,118,264,no_glove
10523,kp241_jpg.rf.61237b2a22022d97169ef651b693e77a.jpg,222,294,244,321,goggles
10523,kp1205_jpg.rf.60d66c89de9638d2970441f64862f39a.jpg,140,297,173,318,goggles
10523,kp1643_jpg.rf.61174b6696650e334e3663d5bf1485fc.jpg,235,310,262,330,no_goggles
10523,kp196_jpg.rf.61471760958017ac6ba630bcff094f23.jpg,156,292,180,317,goggles
10523,packing1774_jpg.rf.612660a75ffd8c3240eb754a2a9cff9f.jpg,61,164,85,189,goggles
10523,packing71_jpg.rf.61301d6d746b343dc9ab880446c943bb.jpg,98,83,125,104,no_goggles
10523,PP02img365_jpg.rf.6146313a945d01d32e4f1a327279aee5.jpg,291,215,339,271,no_glove
10523,PP02img1386_jpg.rf.613f2ce69ecc4b92b2bed897a75300ca.jpg,338,207,376,256,glove
10523,PP02img905_jpg.rf.6127b6024669fdd0fc1bec54eefc011c.jpg,143,178,194,236,no_glove
10523,packing15_jpg.rf.6128e67b787b44bb2154e6698a8bbcdb.jpg,278,118,293,131,no_goggles
10523,frame2145_jpg.rf.6128477db397ef9122c79af328a9d038.jpg,249,105,327,338,suit
10523,PP02img135_jpg.rf.6112c76dc2fc1352128fbbf8330459c1.jpg,320,197,356,251,no_glove
10523,packing1499_jpg.rf.60627ab8d60332de0bf40c9a66d79f36.jpg,101,102,129,126,no_goggles
10523,kp1781_jpg.rf.61631b7b913a2eecf27d7a51d2cb9d03.jpg,154,257,175,274,no_goggles
10523,packing784_jpg.rf.6166b160ca50d477d1ef7e8e085422cd.jpg,309,88,335,111,goggles
10523,frame480_jpg.rf.61386b9b2f0b790261e0ebfe712b1990.jpg,105,154,164,344,no-suit
10523,kp1650_jpg.rf.616b6a34710260e89c046a74e18f04e0.jpg,253,315,283,342,no_goggles
10523,PP02img651_jpg.rf.612563ac2ed5b6eaab3a2150dc4884bb.jpg,245,133,267,212,no_glove
10523,frame440_jpg.rf.616a934395da470de8dfbee34f78e494.jpg,254,152,322,371,no-suit
10523,packing581_jpg.rf.614898043a546a7ad66accf0f97fa0f7.jpg,250,95,283,115,goggles
10523,packing628_jpg.rf.6095c5ee436571a6940bdee0f6438c2a.jpg,105,104,128,129,goggles
10523,kp1350_jpg.rf.613c7d2a431f06bd3ca4ff03201f800e.jpg,160,281,187,306,goggles
10523,PP02img976_jpg.rf.6167415b9cf6ea92bcabad3575d6d302.jpg,255,88,270,152,no_glove
10523,PP02img1142_jpg.rf.6165e2104d2e9ab7d86f2c2188f63933.jpg,300,197,347,239,glove
10523,kp861_jpg.rf.6156acf6ff2cf56492d1f38a71bc83c6.jpg,228,299,254,319,goggles
10523,packing1134_jpg.rf.618f90479ecb01a5a93e8adf24ee0ef8.jpg,120,92,143,114,no_goggles
10523,nglovpp299_jpg.rf.616a19e9be50763c1ed00cf602301dc7.jpg,184,117,222,154,no_glove
10523,kp981_jpg.rf.619befed2bed5c334201c48516895389.jpg,238,287,268,315,goggles
10523,PP02img350_jpg.rf.619a9ce8c0d846cf32a642e8c9947571.jpg,269,151,291,263,no_glove
10523,img158_jpg.rf.61758fc08b42b5cffc8cd5969b3c01ba.jpg,105,259,162,356,glove
10523,frame703_jpg.rf.61735e1118562f7f928ba96886b685b5.jpg,226,227,277,395,no-suit
10523,packing625_jpg.rf.614f2a3bf7f943211baae748796930f7.jpg,306,104,331,127,goggles
10523,packing1033_jpg.rf.6198af8c995b96480825c283b1014f38.jpg,72,113,95,132,no_goggles
10523,packing1774_jpg.rf.61b36479846d4bfb264f33ef3b7e502f.jpg,335,163,358,188,goggles
10523,packing719_jpg.rf.6195c7648422496eb1579e9267780a34.jpg,298,137,323,159,goggles
10523,fglov170_jpg.rf.61c39dd322d2c47c6124147a1f1f8208.jpg,117,31,156,68,no_glove
10523,packing1272_jpg.rf.61c213ca8c00cf3f95ea90c1bcc0a9b4.jpg,286,83,311,106,no_goggles
10523,kp98_jpg.rf.61b0d303014bd8a7797643984d96efb0.jpg,234,294,257,319,no_goggles
10523,packing1249_jpg.rf.619fa323e6b11cb9250d7f558a17937c.jpg,100,110,126,134,no_goggles
10523,PP02img815_jpg.rf.61d2811ca2c14f7e38e4d879eee0dab7.jpg,76,184,100,218,glove
10523,kp1292_jpg.rf.61bc472392f8f29fa64189d3c9b436fe.jpg,160,284,191,312,goggles
10523,img5_jpg.rf.61c9a3f2114e509b7a7ccc0234ab999e.jpg,149,126,168,225,no_glove
10523,kp89_jpg.rf.6174081b4012025b2d11150e2f5b1df4.jpg,158,292,184,315,no_goggles
10523,kp973_jpg.rf.61ba7faced37ced714b8a52e96cbef80.jpg,235,320,266,349,goggles
10523,kp1148_jpg.rf.61d6f82eccb6486bd805cf686af3ccb1.jpg,227,286,257,314,no_goggles
10523,kp1659_jpg.rf.61c3a8076c6afd06fce4bbb99e3d821c.jpg,156,281,178,306,no_goggles
10523,kp1342_jpg.rf.61e5fb456b41e75f66f5e43b81128b4f.jpg,220,287,251,313,goggles
10523,kp541_jpg.rf.6127554d8a4df72ea97dfc988c4236bd.jpg,376,267,400,290,no_goggles
10523,packing1616_jpg.rf.61b23711d56696f115be125e48912ac1.jpg,327,151,354,178,goggles
10523,packing792_jpg.rf.61cd4b89f3d18636752a0d0cee114844.jpg,354,158,377,181,goggles
10523,kp140_jpg.rf.61aacd55ee00e14cd249570cce49eb9e.jpg,158,293,183,314,goggles
10523,nglovpp3198_jpg.rf.61c37110278e1a296ccff48760b4bba9.jpg,113,158,144,196,no_glove
10523,kp1941_jpg.rf.61d49261ef7331d0a1c5ac5859579b51.jpg,168,301,195,326,no_goggles
10523,kp162_jpg.rf.619f60c986ac94c90f42d786032d4ee5.jpg,225,292,248,318,goggles
10523,kp872_jpg.rf.618ef85b0ebafe191e50f80e970835e4.jpg,136,328,163,356,goggles
10523,nglovpp343_jpg.rf.61bec42561bd0b02d9eeacb3165b2025.jpg,122,161,175,220,no_glove
10523,packing158_jpg.rf.61d42f2c711ab808b20ac8aa71ad5b4a.jpg,92,89,116,106,goggles
10523,kp1697_jpg.rf.61e6cce4b51ea943411c4a9f2b4cde5f.jpg,160,305,189,332,no_goggles
10523,packing250_jpg.rf.6214d34cc2f08b6c302d5510d185ccc0.jpg,297,67,325,88,no_goggles
10523,nglovpp2147_jpg.rf.620411af762748150a870c157b9064e3.jpg,191,98,233,128,no_glove
10523,PP02img32_jpg.rf.616d98f3b1fcb4cc341f3db5de2210e8.jpg,275,204,325,240,no_glove
10523,kp1985_jpg.rf.61cdaf4761dc2a64651e8818023fdbb5.jpg,240,311,269,338,no_goggles
10523,kp304_jpg.rf.61f4e6ce648dbb70f0fa21927da57c68.jpg,175,299,203,330,goggles
10523,goggle876548_jpg.rf.6217f14171dd30ebfd4b4879bfe9265a.jpg,126,23,170,64,no_glove
10523,PP02img45_jpg.rf.621c267fc815f8fd3c5eac49600707be.jpg,286,197,320,274,no_glove
10523,img302_jpg.rf.6208a963020f254169c457c3d589f336.jpg,127,206,156,303,glove
10523,kp525_jpg.rf.61ff1d5550f41d78d8a7ed252abaed71.jpg,159,308,187,331,goggles
10523,img484_jpg.rf.61fd5232a5b3a7b6da842a8e350f2061.jpg,308,126,347,187,glove
10523,nglovpp2109_jpg.rf.61fa5d2327d3af01e5f1f74a7fef9856.jpg,166,111,210,163,no_glove
10523,kp1016_jpg.rf.620a3ec02f30dec46e7c3811a594b891.jpg,246,290,273,311,goggles
10523,nglov180_jpg.rf.61fcaf6182beb201419071a8c26c9deb.jpg,39,211,84,349,no_glove
10523,kp523_jpg.rf.62312da32b2ce56c47605e69285620c6.jpg,217,294,248,319,goggles
10523,packing177_jpg.rf.6208b755cfa1b6c249d6e9a67857a723.jpg,313,68,338,86,goggles
10523,PP02img598_jpg.rf.6220c304cf7a57dda864b6f79c34143a.jpg,342,181,379,232,no_glove
10523,nglovpp2173_jpg.rf.6232c63ae0b616668a853abd93cceae2.jpg,160,106,209,164,no_glove
10523,kp736_jpg.rf.623027b9272fd71e9d63275dee0317bb.jpg,163,292,196,319,goggles
10523,kp573_jpg.rf.6235b55903b4407f31488abc44e53ef4.jpg,166,308,193,331,goggles
10523,frame49_jpg.rf.61fda0ebf0edd9a7d267ec44541f9461.jpg,252,160,329,377,suit
10523,img103_jpg.rf.6218ae9739b171fa239007bff3149afa.jpg,36,147,65,216,glove
10523,frame691_jpg.rf.620c323e2b84898643e70c1191ec401c.jpg,134,223,190,405,no-suit
10523,fglov13_jpg.rf.6216a525898aa607da0f8a480198c10c.jpg,58,190,106,279,glove
10523,packing570_jpg.rf.61fce111d05891f1e9bf4553ef076d61.jpg,80,84,105,106,goggles
10523,packing797_jpg.rf.622dc6c6abb5a08048d869f74de181e6.jpg,301,118,328,141,goggles
10523,nglov186_jpg.rf.61f64cad09629004aeb0f0792c4ab41d.jpg,305,183,335,283,no_glove
10523,packing219_jpg.rf.6232f3585370ffe08599617a09239e01.jpg,312,78,338,97,goggles
10523,PP02img699_jpg.rf.6244cd122340d51cac1f37aa2c6dcb06.jpg,283,188,334,224,no_glove
10523,packing1955_jpg.rf.621d58c64c3c64b747536d124ea7b03c.jpg,349,167,373,194,goggles
10523,packing169_jpg.rf.62445f5bae349208fce019d0c2ccf5ff.jpg,290,103,314,127,goggles
10523,packing1028_jpg.rf.6224ad946dcf98f984637a0fe0f6ab1a.jpg,77,136,100,152,no_goggles
10523,img337_jpg.rf.6244dff3bd897f86af9950cf1498f524.jpg,25,87,59,170,no_glove
10523,kp954_jpg.rf.6246a254b830dd180fb6901743e466eb.jpg,139,326,168,354,goggles
10523,kp1323_jpg.rf.622aec72720e0ed125e6c164f133a4b6.jpg,227,286,256,311,goggles
10523,PP02img1171_jpg.rf.6273a70073cfadf3678ec2e1395f0846.jpg,87,214,119,266,glove
10523,frame2215_jpg.rf.625d3ac3a349dd4639d8b557de0411ab.jpg,245,97,319,331,suit
10523,nglovpp251_jpg.rf.624923c32994f94d06a7fb4893bc9405.jpg,207,64,224,138,no_glove
10523,img450_jpg.rf.62479ec46acdf3457f0bb604b72960a9.jpg,294,157,333,232,glove
10523,packing1338_jpg.rf.626582cb9d7a45a8ebddac68f1a308a3.jpg,65,117,99,142,no_goggles
10523,nglovpp2154_jpg.rf.626d4e10becc49e5f23aae7b99d762d0.jpg,284,157,330,244,no_glove
10523,packing62_jpg.rf.627680d58599e7556c53d54df6ebe56c.jpg,318,175,343,199,goggles
10523,kp137_jpg.rf.624ce2315780c14e6fb4aeda5acd3d05.jpg,221,279,251,302,goggles
10523,PP02img911_jpg.rf.623ed4fb769e143e26350cbbdd48762a.jpg,116,110,149,175,no_glove
10523,frame1075_jpg.rf.6275b7b2dec9fff2a3d434727cc14482.jpg,10,182,63,368,no-suit
10523,PP02img549_jpg.rf.6281657b32be7f0ce3ed897df6d6ac88.jpg,39,159,64,228,no_glove
10523,packing1589_jpg.rf.624c48ff889ff409c9331c644a6ec5f3.jpg,332,132,359,163,goggles
10523,PP02img1069_jpg.rf.62640b47431fae77a2a6ea2aaaddde66.jpg,78,206,117,250,glove
10523,kp271_jpg.rf.621f9ca52b4765b17066fd610a98b9ae.jpg,225,310,251,331,goggles
10523,packing1364_jpg.rf.0007bfdeb0a79d941ce3486ff3c87fb9.jpg,72,86,95,112,no_goggles
10523,nglovpp2153_jpg.rf.001037097653ede388be4060bea41d5f.jpg,157,119,217,169,no_glove
10523,frame37_jpg.rf.000e032e5dc9876bf02135463c875e58.jpg,94,172,169,384,suit
10523,goggle8765148_jpg.rf.0015468bf289a4076888f35a0710a078.jpg,321,229,361,329,glove
10523,packing1163_jpg.rf.0014ca32ceeef76a1438faa7e158b0c4.jpg,318,147,352,168,no_goggles
10523,PP02img584_jpg.rf.00378140bcbc297610fa36197271e15a.jpg,119,104,148,193,no_glove
10523,PP02img388_jpg.rf.0022e20f2f944315137863516c5678e8.jpg,35,239,69,284,no_glove
10523,kp1675_jpg.rf.000be0e6605fc3de6eae2df010211a38.jpg,137,299,164,325,no_goggles
10523,kp1824_jpg.rf.001dd425d1f363f0153f984927b703a3.jpg,95,260,120,280,no_goggles
10523,fglov134_jpg.rf.00214b86c9c697384ac0e986f8d5f5c0.jpg,108,0,153,53,no_glove
10523,kp468_jpg.rf.0006268596ee4851dc6956052eb3acc6.jpg,238,319,264,344,goggles
10523,PP02img948_jpg.rf.001d4d22c3acc6a2f7434f73a9a86b5c.jpg,100,115,121,187,no_glove
10523,packing1553_jpg.rf.006555cffa6541e407c4e87cc4b682c7.jpg,292,76,313,98,no_goggles
10523,img333_jpg.rf.0039486e4ef6d3672fef70bbaaad8043.jpg,63,140,122,198,glove
10523,packing1816_jpg.rf.0038416d105334abc4a36b39e93550b2.jpg,326,152,348,175,goggles
10523,img253_jpg.rf.00412c7da335f9d3818d7ade818727b3.jpg,239,169,298,271,glove
10523,PP02img719_jpg.rf.003bb1243aa5782ebd8209fbe7696273.jpg,302,192,328,284,no_glove
10523,packing245_jpg.rf.0053af46a3e86380261eabfc3de9cbc4.jpg,96,81,125,98,no_goggles
10523,img292_jpg.rf.005c855720be4856446c2e6ba6827be8.jpg,288,164,336,220,glove
10523,kp360_jpg.rf.0025b9fc92779be93be29c5b61611415.jpg,146,292,175,314,goggles
10523,packing1508_jpg.rf.00699f7eedbfbfaefd027746fa855ffa.jpg,107,96,130,115,no_goggles
10523,packing1444_jpg.rf.004c19ed73ce13828d99e54362ff7a14.jpg,335,141,361,165,no_goggles
10523,packing1121_jpg.rf.00768cc624f6d93fec355fd75885b900.jpg,297,139,327,160,no_goggles
10523,kp1300_jpg.rf.003cee4a3df37332ed00aaeae36a1c1d.jpg,224,294,254,320,goggles
10523,img476_jpg.rf.0058545d83fef5114927d46be5b6ef41.jpg,58,146,111,219,glove
10523,packing1826_jpg.rf.0069dcaa35f25521dbd5801439e60e07.jpg,64,60,95,90,goggles
10523,PP02img99_jpg.rf.00778398d11815e036598681bff931de.jpg,48,184,88,269,no_glove
10523,img310_jpg.rf.0067ed1ee1142af706d9946433236b09.jpg,19,118,56,200,glove
10523,packing1539_jpg.rf.008deb12da16de520135858ccc645668.jpg,93,105,127,130,no_goggles
10523,img124_jpg.rf.007a5c63a8b9a7c4ac7ec5e950cc716c.jpg,120,166,179,253,glove
10523,PP02img1109_jpg.rf.007db34a0d97489b73c7e310f9f60cca.jpg,85,229,115,269,glove
10523,packing191_jpg.rf.00476af988dcecf0b5655d70594d180a.jpg,289,73,312,89,no_goggles
10523,packing761_jpg.rf.003f55739938e5698208fe079919ec63.jpg,328,133,346,152,goggles
10523,PP02img842_jpg.rf.006d675a82e450627ea3ca31f86aa793.jpg,326,1,343,67,no_glove
10523,packing101_jpg.rf.00a3e80a01d7223b40f952245ce0c743.jpg,318,144,337,163,goggles
10523,PP02img1250_jpg.rf.00835659768bb5deaf8a2ea8cdc5a64d.jpg,63,222,105,277,glove
10523,kp803_jpg.rf.00a9d3942afed57fd0101dd71179aa0a.jpg,216,282,248,307,goggles
10523,PP02img770_jpg.rf.0080f245d23db9c58b94c3a9f1ea4fd8.jpg,290,187,319,275,no_glove
10523,packing1427_jpg.rf.009f43a769b01540033724d6ad2da4a6.jpg,55,107,79,131,no_goggles
10523,kp1299_jpg.rf.00ad3df1f0044b6979d2e37997460cb5.jpg,165,289,192,313,goggles
10523,packing312_jpg.rf.00c7df3629f7e219d22f6fab9c4a05bf.jpg,271,101,302,122,no_goggles
